"","season","date","team","game_num"
"8276","2008-2009","2008-12-28","NOH",27
"8277","2008-2009","2008-12-28","NYK",29
"8278","2008-2009","2008-12-28","SAC",31
"8279","2008-2009","2008-12-29","ATL",30
"8280","2008-2009","2008-12-29","BRK",31
"8281","2008-2009","2008-12-29","CHI",31
"8282","2008-2009","2008-12-29","DEN",32
"8283","2008-2009","2008-12-29","DET",29
"8284","2008-2009","2008-12-29","GSW",33
"8285","2008-2009","2008-12-29","HOU",32
"8286","2008-2009","2008-12-29","MEM",31
"8287","2008-2009","2008-12-29","MIN",30
"8288","2008-2009","2008-12-29","OKC",32
"8289","2008-2009","2008-12-29","ORL",31
"8290","2008-2009","2008-12-29","PHI",30
"8291","2008-2009","2008-12-29","PHO",29
"8292","2008-2009","2008-12-29","TOR",31
"8293","2008-2009","2008-12-29","UTA",33
"8294","2008-2009","2008-12-29","WAS",29
"8295","2008-2009","2008-12-30","ATL",31
"8296","2008-2009","2008-12-30","BOS",33
"8297","2008-2009","2008-12-30","CHA",32
"8298","2008-2009","2008-12-30","CLE",31
"8299","2008-2009","2008-12-30","DAL",31
"8300","2008-2009","2008-12-30","IND",31
"8301","2008-2009","2008-12-30","LAC",30
"8302","2008-2009","2008-12-30","MEM",32
"8303","2008-2009","2008-12-30","MIA",30
"8304","2008-2009","2008-12-30","MIL",32
"8305","2008-2009","2008-12-30","MIN",31
"8306","2008-2009","2008-12-30","NOH",28
"8307","2008-2009","2008-12-30","NYK",30
"8308","2008-2009","2008-12-30","PHO",30
"8309","2008-2009","2008-12-30","POR",32
"8310","2008-2009","2008-12-30","SAC",32
"8311","2008-2009","2008-12-30","SAS",31
"8312","2008-2009","2008-12-30","WAS",30
"8313","2008-2009","2008-12-31","BRK",32
"8314","2008-2009","2008-12-31","CHI",32
"8315","2008-2009","2008-12-31","DEN",33
"8316","2008-2009","2008-12-31","DET",30
"8317","2008-2009","2008-12-31","GSW",34
"8318","2008-2009","2008-12-31","HOU",33
"8319","2008-2009","2008-12-31","LAC",31
"8320","2008-2009","2008-12-31","MIL",33
"8321","2008-2009","2008-12-31","OKC",33
"8322","2008-2009","2008-12-31","ORL",32
"8323","2008-2009","2008-12-31","PHI",31
"8324","2008-2009","2008-12-31","TOR",32
"8325","2008-2009","2009-01-02","ATL",32
"8326","2008-2009","2009-01-02","BOS",34
"8327","2008-2009","2009-01-02","BRK",33
"8328","2008-2009","2009-01-02","CHA",33
"8329","2008-2009","2009-01-02","CHI",33
"8330","2008-2009","2009-01-02","CLE",32
"8331","2008-2009","2009-01-02","DAL",32
"8332","2008-2009","2009-01-02","DEN",34
"8333","2008-2009","2009-01-02","DET",31
"8334","2008-2009","2009-01-02","GSW",35
"8335","2008-2009","2009-01-02","HOU",34
"8336","2008-2009","2009-01-02","IND",32
"8337","2008-2009","2009-01-02","LAC",32
"8338","2008-2009","2009-01-02","LAL",31
"8339","2008-2009","2009-01-02","MEM",33
"8340","2008-2009","2009-01-02","MIA",31
"8341","2008-2009","2009-01-02","MIL",34
"8342","2008-2009","2009-01-02","MIN",32
"8343","2008-2009","2009-01-02","NOH",29
"8344","2008-2009","2009-01-02","NYK",31
"8345","2008-2009","2009-01-02","OKC",34
"8346","2008-2009","2009-01-02","ORL",33
"8347","2008-2009","2009-01-02","PHI",32
"8348","2008-2009","2009-01-02","PHO",31
"8349","2008-2009","2009-01-02","POR",33
"8350","2008-2009","2009-01-02","SAC",33
"8351","2008-2009","2009-01-02","SAS",32
"8352","2008-2009","2009-01-02","TOR",33
"8353","2008-2009","2009-01-02","UTA",34
"8354","2008-2009","2009-01-02","WAS",31
"8355","2008-2009","2009-01-03","ATL",33
"8356","2008-2009","2009-01-03","BRK",34
"8357","2008-2009","2009-01-03","CHA",34
"8358","2008-2009","2009-01-03","CHI",34
"8359","2008-2009","2009-01-03","DEN",35
"8360","2008-2009","2009-01-03","HOU",35
"8361","2008-2009","2009-01-03","IND",33
"8362","2008-2009","2009-01-03","MIA",32
"8363","2008-2009","2009-01-03","MIL",35
"8364","2008-2009","2009-01-03","MIN",33
"8365","2008-2009","2009-01-03","NOH",30
"8366","2008-2009","2009-01-03","PHI",33
"8367","2008-2009","2009-01-03","SAC",34
"8368","2008-2009","2009-01-03","SAS",33
"8369","2008-2009","2009-01-04","BOS",35
"8370","2008-2009","2009-01-04","CLE",33
"8371","2008-2009","2009-01-04","DAL",33
"8372","2008-2009","2009-01-04","DET",32
"8373","2008-2009","2009-01-04","LAC",33
"8374","2008-2009","2009-01-04","LAL",32
"8375","2008-2009","2009-01-04","MEM",34
"8376","2008-2009","2009-01-04","NYK",32
"8377","2008-2009","2009-01-04","ORL",34
"8378","2008-2009","2009-01-04","POR",34
"8379","2008-2009","2009-01-04","TOR",34
"8380","2008-2009","2009-01-04","WAS",32
"8381","2008-2009","2009-01-05","BRK",35
"8382","2008-2009","2009-01-05","DEN",36
"8383","2008-2009","2009-01-05","GSW",36
"8384","2008-2009","2009-01-05","IND",34
"8385","2008-2009","2009-01-05","MIA",33
"8386","2008-2009","2009-01-05","MIL",36
"8387","2008-2009","2009-01-05","SAC",35
"8388","2008-2009","2009-01-05","SAS",34
"8389","2008-2009","2009-01-05","TOR",35
"8390","2008-2009","2009-01-05","UTA",35
"8391","2008-2009","2009-01-06","BOS",36
"8392","2008-2009","2009-01-06","CHA",35
"8393","2008-2009","2009-01-06","CHI",35
"8394","2008-2009","2009-01-06","DAL",34
"8395","2008-2009","2009-01-06","HOU",36
"8396","2008-2009","2009-01-06","LAC",34
"8397","2008-2009","2009-01-06","LAL",33
"8398","2008-2009","2009-01-06","MEM",35
"8399","2008-2009","2009-01-06","MIN",34
"8400","2008-2009","2009-01-06","NOH",31
"8401","2008-2009","2009-01-06","NYK",33
"8402","2008-2009","2009-01-06","OKC",35
"8403","2008-2009","2009-01-06","ORL",35
"8404","2008-2009","2009-01-06","PHI",34
"8405","2008-2009","2009-01-06","SAC",36
"8406","2008-2009","2009-01-06","WAS",33
"8407","2008-2009","2009-01-07","ATL",34
"8408","2008-2009","2009-01-07","BOS",37
"8409","2008-2009","2009-01-07","BRK",36
"8410","2008-2009","2009-01-07","CHA",36
"8411","2008-2009","2009-01-07","CLE",34
"8412","2008-2009","2009-01-07","DEN",37
"8413","2008-2009","2009-01-07","DET",33
"8414","2008-2009","2009-01-07","GSW",37
"8415","2008-2009","2009-01-07","HOU",37
"8416","2008-2009","2009-01-07","IND",35
"8417","2008-2009","2009-01-07","LAL",34
"8418","2008-2009","2009-01-07","MEM",36
"8419","2008-2009","2009-01-07","MIA",34
"8420","2008-2009","2009-01-07","MIL",37
"8421","2008-2009","2009-01-07","MIN",35
"8422","2008-2009","2009-01-07","NOH",32
"8423","2008-2009","2009-01-07","OKC",36
"8424","2008-2009","2009-01-07","ORL",36
"8425","2008-2009","2009-01-07","PHI",35
"8426","2008-2009","2009-01-07","PHO",32
"8427","2008-2009","2009-01-07","POR",35
"8428","2008-2009","2009-01-07","TOR",36
"8429","2008-2009","2009-01-07","UTA",36
"8430","2008-2009","2009-01-07","WAS",34
"8431","2008-2009","2009-01-08","DAL",35
"8432","2008-2009","2009-01-08","LAC",35
"8433","2008-2009","2009-01-08","NYK",34
"8434","2008-2009","2009-01-08","SAS",35
"8435","2008-2009","2009-01-09","ATL",35
"8436","2008-2009","2009-01-09","BOS",38
"8437","2008-2009","2009-01-09","BRK",37
"8438","2008-2009","2009-01-09","CHA",37
"8439","2008-2009","2009-01-09","CHI",36
"8440","2008-2009","2009-01-09","CLE",35
"8441","2008-2009","2009-01-09","DAL",36
"8442","2008-2009","2009-01-09","DEN",38
"8443","2008-2009","2009-01-09","DET",34
"8444","2008-2009","2009-01-09","HOU",38
"8445","2008-2009","2009-01-09","IND",36
"8446","2008-2009","2009-01-09","LAC",36
"8447","2008-2009","2009-01-09","LAL",35
"8448","2008-2009","2009-01-09","MEM",37
"8449","2008-2009","2009-01-09","MIA",35
"8450","2008-2009","2009-01-09","MIL",38
"8451","2008-2009","2009-01-09","NOH",33
"8452","2008-2009","2009-01-09","OKC",37
"8453","2008-2009","2009-01-09","ORL",37
"8454","2008-2009","2009-01-09","PHI",36
"8455","2008-2009","2009-01-09","PHO",33
"8456","2008-2009","2009-01-09","SAC",37
"8457","2008-2009","2009-01-09","TOR",37
"8458","2008-2009","2009-01-09","WAS",35
"8459","2008-2009","2009-01-10","CHA",38
"8460","2008-2009","2009-01-10","CHI",37
"8461","2008-2009","2009-01-10","DET",35
"8462","2008-2009","2009-01-10","GSW",38
"8463","2008-2009","2009-01-10","HOU",39
"8464","2008-2009","2009-01-10","MIL",39
"8465","2008-2009","2009-01-10","MIN",36
"8466","2008-2009","2009-01-10","NYK",35
"8467","2008-2009","2009-01-10","OKC",38
"8468","2008-2009","2009-01-10","POR",36
"8469","2008-2009","2009-01-10","UTA",37
"8470","2008-2009","2009-01-10","WAS",36
"8471","2008-2009","2009-01-11","ATL",36
"8472","2008-2009","2009-01-11","BOS",39
"8473","2008-2009","2009-01-11","DAL",37
"8474","2008-2009","2009-01-11","GSW",39
"8475","2008-2009","2009-01-11","IND",37
"8476","2008-2009","2009-01-11","LAC",37
"8477","2008-2009","2009-01-11","LAL",36
"8478","2008-2009","2009-01-11","MIA",36
"8479","2008-2009","2009-01-11","ORL",38
"8480","2008-2009","2009-01-11","PHI",37
"8481","2008-2009","2009-01-11","PHO",34
"8482","2008-2009","2009-01-11","SAC",38
"8483","2008-2009","2009-01-11","SAS",36
"8484","2008-2009","2009-01-11","TOR",38
"8485","2008-2009","2009-01-12","BOS",40
"8486","2008-2009","2009-01-12","BRK",38
"8487","2008-2009","2009-01-12","CHI",38
"8488","2008-2009","2009-01-12","IND",38
"8489","2008-2009","2009-01-12","MIL",40
"8490","2008-2009","2009-01-12","NOH",34
"8491","2008-2009","2009-01-12","NYK",36
"8492","2008-2009","2009-01-12","OKC",39
"8493","2008-2009","2009-01-12","POR",37
"8494","2008-2009","2009-01-12","TOR",39
"8495","2008-2009","2009-01-12","UTA",38
"8496","2008-2009","2009-01-12","WAS",37
"8497","2008-2009","2009-01-13","ATL",37
"8498","2008-2009","2009-01-13","CHA",39
"8499","2008-2009","2009-01-13","CLE",36
"8500","2008-2009","2009-01-13","DAL",38
"8501","2008-2009","2009-01-13","DEN",39
"8502","2008-2009","2009-01-13","DET",36
"8503","2008-2009","2009-01-13","HOU",40
"8504","2008-2009","2009-01-13","LAL",37
"8505","2008-2009","2009-01-13","MEM",38
"8506","2008-2009","2009-01-13","MIA",37
"8507","2008-2009","2009-01-13","MIN",37
"8508","2008-2009","2009-01-13","ORL",39
"8509","2008-2009","2009-01-13","PHO",35
"8510","2008-2009","2009-01-13","SAC",39
"8511","2008-2009","2009-01-14","ATL",38
"8512","2008-2009","2009-01-14","BOS",41
"8513","2008-2009","2009-01-14","BRK",39
"8514","2008-2009","2009-01-14","CHI",39
"8515","2008-2009","2009-01-14","DAL",39
"8516","2008-2009","2009-01-14","DET",37
"8517","2008-2009","2009-01-14","GSW",40
"8518","2008-2009","2009-01-14","IND",39
"8519","2008-2009","2009-01-14","LAC",38
"8520","2008-2009","2009-01-14","LAL",38
"8521","2008-2009","2009-01-14","MIA",38
"8522","2008-2009","2009-01-14","MIL",41
"8523","2008-2009","2009-01-14","NOH",35
"8524","2008-2009","2009-01-14","NYK",37
"8525","2008-2009","2009-01-14","OKC",40
"8526","2008-2009","2009-01-14","PHI",38
"8527","2008-2009","2009-01-14","POR",38
"8528","2008-2009","2009-01-14","SAC",40
"8529","2008-2009","2009-01-14","SAS",37
"8530","2008-2009","2009-01-14","TOR",40
"8531","2008-2009","2009-01-14","UTA",39
"8532","2008-2009","2009-01-14","WAS",38
"8533","2008-2009","2009-01-15","BRK",40
"8534","2008-2009","2009-01-15","CHI",40
"8535","2008-2009","2009-01-15","CLE",37
"8536","2008-2009","2009-01-15","DEN",40
"8537","2008-2009","2009-01-15","PHO",36
"8538","2008-2009","2009-01-15","POR",39
"8539","2008-2009","2009-01-16","ATL",39
"8540","2008-2009","2009-01-16","CLE",38
"8541","2008-2009","2009-01-16","DET",38
"8542","2008-2009","2009-01-16","GSW",41
"8543","2008-2009","2009-01-16","IND",40
"8544","2008-2009","2009-01-16","LAL",39
"8545","2008-2009","2009-01-16","MEM",39
"8546","2008-2009","2009-01-16","MIL",42
"8547","2008-2009","2009-01-16","MIN",38
"8548","2008-2009","2009-01-16","NOH",36
"8549","2008-2009","2009-01-16","NYK",38
"8550","2008-2009","2009-01-16","OKC",41
"8551","2008-2009","2009-01-16","ORL",40
"8552","2008-2009","2009-01-16","PHI",39
"8553","2008-2009","2009-01-16","PHO",37
"8554","2008-2009","2009-01-16","SAC",41
"8555","2008-2009","2009-01-16","SAS",38
"8556","2008-2009","2009-01-16","TOR",41
"8557","2008-2009","2009-01-16","UTA",40
"8558","2008-2009","2009-01-16","WAS",39
"8559","2008-2009","2009-01-17","BOS",42
"8560","2008-2009","2009-01-17","BRK",41
"8561","2008-2009","2009-01-17","CHA",40
"8562","2008-2009","2009-01-17","CHI",41
"8563","2008-2009","2009-01-17","DAL",40
"8564","2008-2009","2009-01-17","DEN",41
"8565","2008-2009","2009-01-17","DET",39
"8566","2008-2009","2009-01-17","HOU",41
"8567","2008-2009","2009-01-17","LAC",39
"8568","2008-2009","2009-01-17","MIA",39
"8569","2008-2009","2009-01-17","MIL",43
"8570","2008-2009","2009-01-17","NOH",37
"8571","2008-2009","2009-01-17","NYK",39
"8572","2008-2009","2009-01-17","ORL",41
"8573","2008-2009","2009-01-17","PHI",40
"8574","2008-2009","2009-01-17","POR",40
"8575","2008-2009","2009-01-17","SAS",39
"8576","2008-2009","2009-01-17","UTA",41
"8577","2008-2009","2009-01-18","MIA",40
"8578","2008-2009","2009-01-18","OKC",42
"8579","2008-2009","2009-01-18","PHO",38
"8580","2008-2009","2009-01-18","TOR",42
"8581","2008-2009","2009-01-19","ATL",40
"8582","2008-2009","2009-01-19","BOS",43
"8583","2008-2009","2009-01-19","CHA",41
"8584","2008-2009","2009-01-19","CHI",42
"8585","2008-2009","2009-01-19","CLE",39
"8586","2008-2009","2009-01-19","DAL",41
"8587","2008-2009","2009-01-19","DEN",42
"8588","2008-2009","2009-01-19","DET",40
"8589","2008-2009","2009-01-19","GSW",42
"8590","2008-2009","2009-01-19","HOU",42
"8591","2008-2009","2009-01-19","IND",41
"8592","2008-2009","2009-01-19","LAC",40
"8593","2008-2009","2009-01-19","LAL",40
"8594","2008-2009","2009-01-19","MEM",40
"8595","2008-2009","2009-01-19","MIL",44
"8596","2008-2009","2009-01-19","MIN",39
"8597","2008-2009","2009-01-19","NOH",38
"8598","2008-2009","2009-01-19","NYK",40
"8599","2008-2009","2009-01-19","PHI",41
"8600","2008-2009","2009-01-19","PHO",39
"8601","2008-2009","2009-01-19","POR",41
"8602","2008-2009","2009-01-19","SAS",40
"8603","2008-2009","2009-01-19","TOR",43
"8604","2008-2009","2009-01-19","WAS",40
"8605","2008-2009","2009-01-20","ATL",41
"8606","2008-2009","2009-01-20","CHI",43
"8607","2008-2009","2009-01-20","DEN",43
"8608","2008-2009","2009-01-20","IND",42
"8609","2008-2009","2009-01-20","MIN",40
"8610","2008-2009","2009-01-20","SAC",42
"8611","2008-2009","2009-01-20","SAS",41
"8612","2008-2009","2009-01-20","UTA",42
"8613","2008-2009","2009-01-21","BOS",44
"8614","2008-2009","2009-01-21","BRK",42
"8615","2008-2009","2009-01-21","CHA",42
"8616","2008-2009","2009-01-21","CLE",40
"8617","2008-2009","2009-01-21","DAL",42
"8618","2008-2009","2009-01-21","DET",41
"8619","2008-2009","2009-01-21","GSW",43
"8620","2008-2009","2009-01-21","HOU",43
"8621","2008-2009","2009-01-21","LAC",41
"8622","2008-2009","2009-01-21","LAL",41
"8623","2008-2009","2009-01-21","MEM",41
"8624","2008-2009","2009-01-21","MIA",41
"8625","2008-2009","2009-01-21","MIL",45
"8626","2008-2009","2009-01-21","NOH",39
"8627","2008-2009","2009-01-21","NYK",41
"8628","2008-2009","2009-01-21","OKC",43
"8629","2008-2009","2009-01-21","PHO",40
"8630","2008-2009","2009-01-21","POR",42
"8631","2008-2009","2009-01-21","SAC",43
"8632","2008-2009","2009-01-21","TOR",44
"8633","2008-2009","2009-01-21","UTA",43
"8634","2008-2009","2009-01-21","WAS",41
"8635","2008-2009","2009-01-22","BOS",45
"8636","2008-2009","2009-01-22","LAL",42
"8637","2008-2009","2009-01-22","ORL",42
"8638","2008-2009","2009-01-22","WAS",42
"8639","2008-2009","2009-01-23","ATL",42
"8640","2008-2009","2009-01-23","BRK",43
"8641","2008-2009","2009-01-23","CHA",43
"8642","2008-2009","2009-01-23","CHI",44
"8643","2008-2009","2009-01-23","CLE",41
"8644","2008-2009","2009-01-23","DAL",43
"8645","2008-2009","2009-01-23","DET",42
"8646","2008-2009","2009-01-23","GSW",44
"8647","2008-2009","2009-01-23","HOU",44
"8648","2008-2009","2009-01-23","IND",43
"8649","2008-2009","2009-01-23","LAC",42
"8650","2008-2009","2009-01-23","MEM",42
"8651","2008-2009","2009-01-23","MIL",46
"8652","2008-2009","2009-01-23","MIN",41
"8653","2008-2009","2009-01-23","NOH",40
"8654","2008-2009","2009-01-23","NYK",42
"8655","2008-2009","2009-01-23","OKC",44
"8656","2008-2009","2009-01-23","PHO",41
"8657","2008-2009","2009-01-23","SAS",42
"8658","2008-2009","2009-01-23","TOR",45
"8659","2008-2009","2009-01-24","BRK",44
"8660","2008-2009","2009-01-24","CLE",42
"8661","2008-2009","2009-01-24","MEM",43
"8662","2008-2009","2009-01-24","MIA",42
"8663","2008-2009","2009-01-24","MIL",47
"8664","2008-2009","2009-01-24","NYK",43
"8665","2008-2009","2009-01-24","ORL",43
"8666","2008-2009","2009-01-24","PHI",42
"8667","2008-2009","2009-01-24","POR",43
"8668","2008-2009","2009-01-24","SAC",44
"8669","2008-2009","2009-01-24","UTA",44
"8670","2008-2009","2009-01-24","WAS",43
"8671","2008-2009","2009-01-25","ATL",43
"8672","2008-2009","2009-01-25","BOS",46
"8673","2008-2009","2009-01-25","CHA",44
"8674","2008-2009","2009-01-25","CHI",45
"8675","2008-2009","2009-01-25","DAL",44
"8676","2008-2009","2009-01-25","DEN",44
"8677","2008-2009","2009-01-25","DET",43
"8678","2008-2009","2009-01-25","GSW",45
"8679","2008-2009","2009-01-25","HOU",45
"8680","2008-2009","2009-01-25","IND",44
"8681","2008-2009","2009-01-25","LAC",43
"8682","2008-2009","2009-01-25","LAL",43
"8683","2008-2009","2009-01-25","MIN",42
"8684","2008-2009","2009-01-25","PHO",42
"8685","2008-2009","2009-01-25","SAC",45
"8686","2008-2009","2009-01-25","SAS",43
"8687","2008-2009","2009-01-25","TOR",46
"8688","2008-2009","2009-01-25","UTA",45
"8689","2008-2009","2009-01-26","ATL",44
"8690","2008-2009","2009-01-26","BRK",45
"8691","2008-2009","2009-01-26","HOU",46
"8692","2008-2009","2009-01-26","LAC",44
"8693","2008-2009","2009-01-26","MIA",43
"8694","2008-2009","2009-01-26","MIL",48
"8695","2008-2009","2009-01-26","MIN",43
"8696","2008-2009","2009-01-26","NOH",41
"8697","2008-2009","2009-01-26","NYK",44
"8698","2008-2009","2009-01-26","OKC",45
"8699","2008-2009","2009-01-26","PHI",43
"8700","2008-2009","2009-01-26","PHO",43
"8701","2008-2009","2009-01-26","POR",44
"8702","2008-2009","2009-01-26","WAS",44
"8703","2008-2009","2009-01-27","CHA",45
"8704","2008-2009","2009-01-27","CLE",43
"8705","2008-2009","2009-01-27","DEN",45
"8706","2008-2009","2009-01-27","IND",45
"8707","2008-2009","2009-01-27","LAL",44
"8708","2008-2009","2009-01-27","MEM",44
"8709","2008-2009","2009-01-27","ORL",44
"8710","2008-2009","2009-01-27","SAC",46
"8711","2008-2009","2009-01-27","SAS",44
"8712","2008-2009","2009-01-27","UTA",46
"8713","2008-2009","2009-01-28","ATL",45
"8714","2008-2009","2009-01-28","BOS",47
"8715","2008-2009","2009-01-28","BRK",46
"8716","2008-2009","2009-01-28","CHA",46
"8717","2008-2009","2009-01-28","CHI",46
"8718","2008-2009","2009-01-28","DAL",45
"8719","2008-2009","2009-01-28","DEN",46
"8720","2008-2009","2009-01-28","DET",44
"8721","2008-2009","2009-01-28","GSW",46
"8722","2008-2009","2009-01-28","HOU",47
"8723","2008-2009","2009-01-28","IND",46
"8724","2008-2009","2009-01-28","LAC",45
"8725","2008-2009","2009-01-28","MEM",45
"8726","2008-2009","2009-01-28","MIA",44
"8727","2008-2009","2009-01-28","MIL",49
"8728","2008-2009","2009-01-28","MIN",44
"8729","2008-2009","2009-01-28","NOH",42
"8730","2008-2009","2009-01-28","NYK",45
"8731","2008-2009","2009-01-28","OKC",46
"8732","2008-2009","2009-01-28","PHI",44
"8733","2008-2009","2009-01-28","POR",45
"8734","2008-2009","2009-01-28","SAC",47
"8735","2008-2009","2009-01-28","TOR",47
"8736","2008-2009","2009-01-28","WAS",45
"8737","2008-2009","2009-01-29","CLE",44
"8738","2008-2009","2009-01-29","ORL",45
"8739","2008-2009","2009-01-29","PHO",44
"8740","2008-2009","2009-01-29","SAS",45
"8741","2008-2009","2009-01-30","ATL",46
"8742","2008-2009","2009-01-30","BOS",48
"8743","2008-2009","2009-01-30","BRK",47
"8744","2008-2009","2009-01-30","CHA",47
"8745","2008-2009","2009-01-30","CHI",47
"8746","2008-2009","2009-01-30","CLE",45
"8747","2008-2009","2009-01-30","DEN",47
"8748","2008-2009","2009-01-30","DET",45
"8749","2008-2009","2009-01-30","GSW",47
"8750","2008-2009","2009-01-30","IND",47
"8751","2008-2009","2009-01-30","LAC",46
"8752","2008-2009","2009-01-30","LAL",45
"8753","2008-2009","2009-01-30","MIA",45
"8754","2008-2009","2009-01-30","MIL",50
"8755","2008-2009","2009-01-30","MIN",45
"8756","2008-2009","2009-01-30","NOH",43
"8757","2008-2009","2009-01-30","OKC",47
"8758","2008-2009","2009-01-30","PHI",45
"8759","2008-2009","2009-01-30","SAC",48
"8760","2008-2009","2009-01-30","TOR",48
"8761","2008-2009","2009-01-30","UTA",47
"8762","2008-2009","2009-01-30","WAS",46
"8763","2008-2009","2009-01-31","ATL",47
